frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
26,295.3143,299.4907,622.286,494.72784,536.6392,409.37866,534.1115,399.36255,53.007202,442.3047,0.26904473
27,295.5657,300.08215,648.9471,370.20938,652.2738,374.57632,659.7913,397.45084,235.0653,147.24182,0.54087245
28,295.8116,300.58096,586.6851,698.03033,557.5163,662.1699,553.36115,646.4418,17.821045,100.25604,0.17160745
29,296.25656,300.68286,786.1747,761.9914,796.8618,774.3782,801.94855,781.71387,41.75354,37.746277,0.02861898
30,298.18704,302.43784,1156.7969,1092.1184,1111.812,1045.6284,1119.3138,1046.3918,297.27478,20.231476,0.06135381
31,298.00058,302.68176,385.91278,272.8699,398.36432,251.6394,370.10342,241.57504,73.011475,126.37726,0.4514587
32,297.15475,302.07828,59.97979,166.86876,61.308308,173.43973,79.34692,171.03018,69.211426,44.032288,0.9553343
33,298.01184,302.45294,169.51816,220.7451,176.56107,241.31717,181.64545,245.15422,83.80127,1.4596558,0.3099281
34,295.80676,301.28827,903.22217,832.0172,925.2723,813.83295,910.8828,794.8979,97.58484,44.729767,0.1281571
35,295.71252,301.21158,797.8387,528.0857,799.3489,552.93005,817.8745,562.4933,7.855835,40.741577,0.3644497
36,292.36688,297.15698,3610.5579,3115.4326,3516.63,3100.6548,3551.8154,3173.1592,180.41931,234.00589,0.12572381
37,294.13196,298.53296,1592.1078,1612.4297,1444.4355,1588.658,1450.6035,1573.9321,222.42126,276.05316,0.09509922
38,292.8076,298.24414,883.48596,1059.6357,900.3099,1084.908,840.18243,996.07184,61.21826,336.2706,0.18597263
39,292.4609,297.86893,484.6382,303.9529,443.41483,229.32138,455.42365,198.96426,2.9418945,199.8587,0.6364856
40,292.79095,298.3676,234.50153,176.03732,192.75438,118.39235,204.84529,87.20173,52.22534,125.67215,0.4779869
41,292.46393,298.05536,402.60953,499.94095,402.2722,495.5003,421.70898,504.61234,6.3983154,61.403656,0.20768763
42,292.73077,298.36182,782.406,871.052,741.48987,860.1449,763.0407,854.2237,91.79016,9.163513,0.1481674
43,291.68237,297.8757,875.8007,787.69714,864.1899,813.3355,871.73,799.4102,13.966675,215.65445,0.060630225
44,291.06537,297.37064,1112.5066,954.4175,1143.1287,939.8446,1094.8904,910.4251,185.13062,188.52463,0.19518644
45,291.47427,297.88022,319.21707,222.58578,374.35812,240.20168,373.37494,243.50366,3.7713623,17.689362,0.43659362
46,290.30344,296.45184,380.18256,408.6028,245.0538,305.33685,136.44244,255.56395,207.64526,295.0949,0.21905552
47,292.0929,298.37143,969.793,849.10895,938.425,813.79584,924.2323,792.14105,1.5783691,215.11978,0.14225279
48,290.43677,295.80215,834.7623,1172.6825,636.59784,1121.2903,640.1928,1212.7924,130.31006,223.88931,0.5514485
49,291.55753,296.59158,468.0985,480.56836,455.107,529.9857,434.9422,550.5719,70.15686,30.652008,0.1520237
50,291.2488,297.24118,718.7068,950.9607,657.3239,879.5884,652.29504,833.54474,128.2904,102.75513,0.28923506
51,290.84555,297.0066,341.55502,411.34494,374.5545,431.15543,373.00543,415.20984,3.7756348,43.137817,0.1404995
52,290.6353,297.35452,152.89442,127.28051,118.40774,100.57123,144.45726,96.72799,2.824707,78.828735,0.16290614
53,290.60522,297.1263,399.03354,341.44092,356.70062,339.28342,350.398,333.26962,81.362305,46.803284,0.05005059
54,289.68695,297.2521,442.94705,342.18842,445.229,313.10092,446.40387,302.89267,74.731445,58.399048,0.34847122
55,290.04858,297.38367,241.31914,180.12772,276.1785,199.88869,286.40738,198.49481,251.71143,60.9906,0.32050017
56,289.58072,297.12158,345.91034,332.88037,271.50717,282.9203,254.82697,251.3201,3.9172363,2.574768,0.041170817
57,290.25748,297.92923,307.59665,73.98515,244.87991,141.70424,243.01395,198.63779,199.90906,13.480377,0.5337812
58,290.25598,298.78876,92.381,241.54863,57.76833,165.78317,63.322514,148.16055,84.44885,64.9353,0.9663531
59,290.73602,299.7032,938.8647,803.56366,935.6532,816.00354,965.3141,863.0946,58.791504,19.13681,0.13661313
60,289.67996,298.35294,2014.2665,1917.1096,1851.0255,1871.8018,1877.2781,1879.6028,282.44568,21.198425,0.011161542
61,290.40427,299.0487,489.93185,416.1667,448.88687,373.6667,462.23853,393.1361,80.35889,2.340088,0.1828943
62,291.72778,300.07465,302.60712,531.90375,320.78873,590.08844,335.03088,607.1776,96.71814,2.3899841,0.5912975
63,292.4695,300.77917,320.95038,81.649284,185.23468,69.24603,186.88388,94.53541,69.850464,100.006256,0.9115712
64,292.61926,301.16254,207.96394,295.77704,237.4438,288.4302,248.71046,278.1547,99.871216,11.430359,0.19391109
65,293.0104,301.1646,543.34985,350.81113,532.69556,401.205,516.6671,422.96362,19.941406,273.99384,0.2815944
66,292.365,300.60635,233.00546,145.06789,212.42076,127.76653,207.10239,127.82529,171.59424,130.60791,0.4976919
67,293.5096,301.70773,487.4842,400.26486,464.9356,399.72842,461.35577,402.33643,15.513916,106.515045,0.15082663
68,292.57166,300.4402,371.51144,122.56859,374.34207,134.83188,385.42023,155.04546,9.957275,17.550812,0.94077945
69,292.5409,300.14752,641.1587,852.5453,637.8694,786.4978,602.6764,754.87244,168.29834,180.99442,0.20869397
70,292.77374,300.78308,897.08136,688.15594,822.3374,660.07733,837.30475,704.97906,50.603027,10.361328,0.21891318
71,293.39014,301.254,397.07077,248.49513,318.06836,225.04059,330.07373,222.72795,173.85803,57.508545,0.34257498
72,292.64603,296.6375,2979.3022,2399.2554,2961.8054,2496.9224,2963.577,2543.7598,50.690308,713.82416,0.17032653
73,291.87143,296.83466,341.7704,473.90063,246.06131,487.10376,210.42079,487.04596,83.87695,359.41406,0.6575394
74,293.087,298.28235,94.90635,109.7904,112.30946,138.65715,180.66269,195.63318,85.078125,114.65027,0.20996965
75,292.78284,298.134,392.53955,361.05313,321.34756,327.73773,287.8088,324.38763,5.093384,27.373657,0.019689761
76,292.9432,298.32315,185.27235,190.41214,239.02754,241.46185,275.0975,246.7382,187.14417,129.1182,0.010132631
77,293.41675,298.51273,205.2115,238.37592,153.84291,178.3673,169.99101,165.48958,13.501587,104.54285,0.14764377
78,293.1593,298.74466,146.6558,151.99077,136.76552,162.62271,149.41934,181.78665,37.756348,112.93732,0.17273352
79,293.34616,299.10938,281.14642,316.6065,303.1299,302.87994,308.82095,298.3611,105.01953,73.703766,0.00082496833
80,293.05402,299.02087,107.65151,72.20852,100.928665,68.09347,126.24637,83.32702,71.015625,56.206512,0.38853136
81,292.7874,297.92886,248.91792,456.8335,215.8484,466.1249,200.69972,426.98248,0.52124023,102.81357,0.7339774
82,291.90704,298.02396,319.5793,320.29843,307.96808,284.46503,311.51108,252.54199,85.26672,214.79202,0.07934415
83,292.83484,299.18826,796.4964,716.23663,782.1821,705.0642,792.4531,712.00073,119.46777,162.07123,0.103705645
84,291.9119,296.11963,1183.4752,1333.8683,1128.6495,1374.9757,1207.842,1494.4893,74.61731,708.9499,0.1967756
85,292.44907,296.61426,702.9685,562.12427,609.93884,560.01,605.56244,556.43414,152.9126,47.20215,0.08535216
86,291.5621,296.6778,314.5265,377.52982,202.23564,330.96585,213.39204,307.44174,53.555298,293.78128,0.48285767
87,291.51367,297.07297,225.05554,189.16803,216.0511,187.57628,217.89345,178.21825,134.8523,256.51398,0.14109461
88,291.43082,297.17728,121.26694,115.17861,125.29007,118.337296,119.570114,113.69861,51.191406,91.611786,0.057077117
89,292.03397,297.84836,585.88306,511.88144,581.43066,566.45685,614.00134,588.5618,34.732666,91.05881,0.026089344
90,292.11526,298.34906,1312.826,1205.8832,1215.8551,1167.156,1205.4225,1140.0524,72.93335,244.23035,0.0408719
91,290.7286,297.4104,130.16403,244.30095,112.341286,219.36798,141.07939,209.65129,82.33765,35.653687,0.64530426
92,291.82867,298.47803,98.126686,93.97076,126.30837,126.07926,144.23247,138.7632,35.828247,40.236206,0.0018155463
93,291.57242,297.84015,327.94196,527.67957,325.9859,556.9104,323.2743,549.8296,155.82764,289.3611,0.52310675
94,292.67554,299.42633,199.78816,409.7779,145.92609,406.78543,213.15157,406.47504,100.48035,232.81769,0.9439258
95,292.05472,298.8077,738.0875,752.67365,660.52704,700.98413,638.18524,641.49774,127.596436,178.90411,0.059429687
96,293.52054,297.21426,2809.0142,2531.77,2695.1382,2588.0972,2689.2822,2610.5981,179.60876,638.58936,0.04052101
97,294.15527,298.24182,853.6497,545.4215,777.33154,531.14716,777.6933,565.58844,274.60632,78.84842,0.376291
98,294.74,298.5697,948.548,803.91113,977.43774,792.9107,968.69604,778.01294,93.07678,93.6142,0.2084641
99,294.7024,299.94147,695.0583,640.5079,717.83765,654.1785,722.677,655.92596,103.66028,436.5335,0.09279646
100,295.64383,300.65018,1014.4317,912.9053,978.44214,885.8848,946.88513,856.4713,27.753296,292.8543,0.09929301
101,295.35077,300.55524,233.66646,179.833,157.78618,176.91489,170.79593,233.48595,2.2625732,70.14923,0.114303246
102,294.56665,299.53876,332.24234,350.42526,250.75056,273.28476,259.42776,233.47725,84.038086,194.56268,0.08600258
103,294.9707,300.46118,1022.4036,768.0302,961.01373,760.214,976.493,791.7126,8.40332,5.1397705,0.23332152
104,296.0872,301.28375,158.39743,208.67546,57.882393,164.99574,59.31733,141.50104,66.14685,205.90149,0.9611831
105,294.88223,300.59152,157.99506,170.1939,170.9736,152.096,227.5851,160.71092,126.520386,0.42541504,0.11686405
106,294.8686,301.35214,160.71701,435.20596,244.55775,530.8723,236.94145,573.1547,238.87695,466.71066,0.73846656
107,294.46472,300.87338,407.87772,449.29843,394.61884,432.03763,378.998,407.13135,16.383057,131.14319,0.09053045
108,295.1942,299.96707,1410.8098,1566.7089,1475.5884,1542.9695,1461.441,1528.5121,249.67712,429.22318,0.044644568
109,293.96698,299.09067,245.81302,440.76575,135.30928,402.29068,99.79447,348.0478,3.0596924,197.11761,0.99323434
110,293.86526,299.4987,678.9245,599.0111,652.23596,566.77856,637.5516,564.53064,245.41687,176.72409,0.14020735
111,295.47098,301.75375,616.37256,461.2947,606.74133,478.9597,655.8652,522.4704,95.83435,146.96365,0.23539011
112,294.6196,300.65625,459.03885,371.40067,392.58868,292.05804,377.2519,265.16608,150.4248,26.77887,0.29367158
113,293.8431,299.4948,235.56555,218.2577,255.95125,200.21422,237.63556,171.04773,214.41895,194.83124,0.24437198
114,294.13507,299.7063,151.99554,163.5754,104.121445,122.71206,105.99742,80.799675,44.572144,81.54266,0.16391419
115,293.07132,298.71744,454.3395,339.29996,437.072,358.21216,443.8094,343.95703,81.223755,189.98154,0.19831863
116,293.17126,298.69016,580.8096,659.7617,570.98645,626.83435,556.10974,590.67303,49.62097,113.91968,0.09324917
117,293.55615,298.9266,238.85077,112.68655,193.8851,100.04315,211.39659,92.90822,131.6742,120.775604,0.63853645
118,292.01398,298.2197,196.33568,333.12106,166.33467,342.7405,154.06502,343.38928,147.84485,296.22375,0.6930443
119,292.57022,298.84326,905.6308,710.8297,943.6271,713.6914,938.79175,718.1475,129.80713,106.324005,0.27747917
120,290.50766,295.45447,2135.1167,1393.8967,2037.6779,1402.2096,2031.0936,1421.3748,393.49548,224.60861,0.3694704
121,290.93198,295.55112,356.77985,299.22528,282.57858,192.24701,257.23233,198.70836,98.05786,83.13614,0.38048318
122,291.5958,296.27548,1174.0347,1059.4275,1139.2406,1021.8775,1119.6472,1051.5269,71.5564,29.741669,0.10861331
123,291.87863,296.62222,338.99045,166.43011,336.56042,170.2888,347.86426,167.48686,20.337524,112.95624,0.6560989
124,292.5489,297.39188,165.66835,38.306396,166.1361,22.748035,170.6588,36.11981,83.90991,56.852875,1.5182648
125,292.80588,297.42932,254.03893,153.73808,245.70232,186.80884,236.18765,216.73221,104.07776,24.312134,0.27233276
126,291.29086,296.58722,501.49078,616.81055,357.9527,581.7325,362.49222,572.6289,212.3877,383.60428,0.4762867
127,291.34644,297.26346,621.7895,400.2182,633.6219,371.1338,623.8887,403.8936,47.147827,34.274597,0.5224914
128,290.66995,296.28955,518.2537,455.7533,501.55536,431.60437,501.7717,442.43152,244.22058,151.65482,0.14992286
129,290.77768,296.22043,135.44,171.7009,139.55162,187.37395,154.2669,173.57562,49.570923,100.28824,0.2925579
130,290.3028,296.67474,321.97037,333.73618,333.15527,331.59457,278.8624,296.3211,169.89197,115.305176,0.004695599
131,289.80453,296.65005,166.17471,253.90036,152.53557,234.21562,168.39964,214.37889,38.4552,2.9774475,0.4223907
132,288.33322,295.40857,1402.3573,1054.6382,1447.6488,1053.771,1435.9156,1085.6545,240.13672,209.98184,0.31492338
133,288.0115,295.7463,364.0647,523.9934,386.33688,575.00604,384.132,602.36365,192.57568,341.68472,0.3925117
134,288.07394,295.39545,188.97499,368.1694,197.96082,378.97522,246.98131,389.56296,42.981567,109.12048,0.6275025
135,287.86435,295.57767,1313.6603,922.45483,1284.9083,896.3362,1289.8169,914.701,126.604004,61.475067,0.3562848
136,289.3235,297.05682,401.7586,495.04895,368.49075,500.1505,388.22556,505.92596,246.83716,320.1767,0.30313957
137,290.1545,297.32278,160.19579,212.03513,166.2912,282.31375,160.86137,292.22015,192.48535,233.35693,0.51725936
138,289.97806,297.48868,1373.6208,1147.1672,1357.7797,1148.5148,1348.3972,1167.2937,187.86987,138.638,0.16699147
139,289.76132,297.2596,201.6175,233.81104,192.94836,200.03769,192.5064,197.50983,97.942505,104.230804,0.03607927
140,288.70258,296.53027,397.30396,96.866585,395.3966,97.0964,403.0928,110.57145,20.060425,5.7191467,1.2113886
141,289.29272,296.99484,348.6756,545.96893,349.27756,539.7703,355.55118,556.2738,102.97119,162.54501,0.4285321
142,289.31223,297.23657,267.88342,270.03424,319.0312,200.41411,317.7033,180.185,71.309814,274.27887,0.4567067
143,290.0634,298.19263,816.0923,693.2305,828.83575,724.10315,862.36084,756.8994,170.32776,15.677948,0.13488309
144,289.69626,296.69574,3507.169,3127.7063,3290.0095,3155.8337,3289.2632,3293.4495,160.03357,549.7711,0.041631725
145,291.58167,298.24918,545.97876,470.78442,450.5969,496.9826,460.8374,544.77,162.12036,68.143616,0.09790358
146,292.4319,299.59012,1089.1812,1377.7637,1029.32,1373.6046,1014.4074,1364.1003,151.39954,438.73138,0.2865547
147,291.43298,298.65695,474.72702,304.96753,434.92566,267.92792,406.38486,262.63593,44.122314,17.731476,0.47519922
148,290.94,298.62964,228.33315,241.25267,239.70923,229.88663,274.67154,223.22032,212.03491,231.91223,0.041834276
149,290.30563,297.87033,305.2306,425.0605,268.9649,421.20026,310.08533,421.04047,46.466064,23.214111,0.4411563
150,291.2925,298.609,381.42123,464.56372,366.69757,444.96463,393.26236,463.0846,157.20642,16.480255,0.19285624
151,290.74826,297.93454,758.0905,622.2151,750.52185,604.147,720.30914,556.42194,118.16223,160.70358,0.2161043
152,290.48843,298.11063,89.11127,211.3235,71.82565,199.79048,71.64552,192.42432,32.069702,116.325836,0.94224757
153,290.81445,297.8074,757.7319,573.65405,750.87006,549.9072,768.5354,570.24335,307.35352,236.57913,0.3089888
154,290.73355,297.59967,675.19446,609.97864,622.7666,599.91846,624.4938,575.0353,57.768555,86.144714,0.03737372
155,290.20776,297.187,936.4025,824.12213,893.8423,778.2688,877.114,748.4072,33.964233,49.552307,0.13823661
156,291.64667,298.345,1168.3325,967.24054,1304.1722,940.56976,1379.3035,983.35333,673.8733,206.01807,0.32395926
157,292.65775,299.77148,77.68391,122.38044,182.1073,234.64975,174.33,260.5129,28.304443,104.48303,0.25214908
158,291.59982,299.46317,397.36707,176.82,327.12524,197.01439,331.02344,166.01088,303.5022,152.27249,0.496474
159,292.6682,300.55768,489.70343,377.72452,409.7551,359.71967,405.87653,374.43015,77.25098,57.683563,0.13005087
160,293.0658,300.74374,394.0787,225.93591,392.31354,240.10773,400.9558,243.43979,104.67041,54.15619,0.48134312
161,293.11337,300.85703,362.1774,230.35365,375.84348,248.88873,373.7229,245.93538,118.27759,18.897552,0.40642935
162,293.188,300.87738,177.74924,158.69331,159.90207,177.02129,166.6562,169.64778,60.529785,132.11594,0.101620845
163,293.0873,300.9835,493.8654,296.54123,454.52307,322.8246,475.27115,360.95413,87.024536,5.7810974,0.33884063
164,293.7016,301.68784,144.51512,76.35692,130.24101,90.67376,115.48543,113.48721,8.954468,102.28607,0.35821286
165,293.87048,301.84894,140.16571,155.72803,147.17564,137.1718,126.11845,146.49188,31.07727,65.2919,0.07036353
166,294.557,302.2376,402.81403,525.2507,364.64786,495.68884,371.92007,469.13632,20.460815,60.641632,0.3046272
167,294.31158,300.8194,159.2898,312.866,227.36946,374.36893,252.48993,380.22305,49.761963,75.3949,0.48858264
168,296.3095,301.36884,1409.8602,1765.4377,1374.157,1732.416,1315.2596,1750.553,148.94348,384.03473,0.23064582
169,295.0841,301.45383,945.4998,881.1503,878.9097,808.4124,909.5568,817.33154,174.62341,110.73425,0.08356118
170,294.37207,301.5953,349.40634,156.79944,317.10107,133.11923,316.95154,139.9858,49.730835,13.623199,0.8172969
171,294.29797,301.8442,165.46356,278.94882,186.36234,322.15652,204.60016,335.91992,139.46472,265.6662,0.5340773
172,294.71567,302.01053,155.56157,171.43005,168.02917,173.24394,156.30644,160.42323,43.842163,72.97226,0.030560669
173,294.18478,301.72977,124.62746,87.49927,73.29883,98.63178,58.916054,101.47751,38.770752,13.165436,0.29468814
174,294.4214,302.53195,234.08394,238.97363,252.77538,221.12077,242.5808,191.30565,125.45349,98.37952,0.133593
175,293.62573,301.54834,763.6784,900.95984,761.01746,861.78406,755.0819,842.6523,52.440186,6.5740967,0.124188446
176,293.07565,301.2259,86.45947,90.620514,103.18574,138.25699,87.85583,109.08796,88.11279,165.39017,0.29051405
177,291.76862,299.79248,351.02817,257.96695,340.37268,259.07285,316.95953,252.65147,37.019043,3.5661316,0.2712501
178,291.80374,299.49918,661.0311,681.43976,629.5172,663.8959,635.9843,657.75244,22.180786,95.3656,0.053159602
179,292.832,300.37326,196.88712,144.58449,157.10541,93.28452,145.72856,127.665215,3.2958984,3.1547546,0.509772
180,293.78827,301.00226,4578.125,4656.0103,4534.17,4628.4624,4518.0835,4641.1616,195.06409,66.71646,0.020581963
181,295.48914,303.0707,892.7912,887.7491,950.0816,921.4823,974.71375,927.15063,220.61523,141.98425,0.030561931
182,295.23245,302.87317,202.2214,276.55936,224.84393,257.9247,281.6241,283.45422,103.80005,265.22903,0.1370461
183,294.11557,301.60617,163.88986,119.187675,155.38408,82.007835,162.46628,87.49021,6.6729736,111.11633,0.6181866
184,294.42444,301.7749,471.33267,362.02454,457.71854,332.90442,445.54816,329.3747,104.33594,16.760864,0.31573614
185,295.2729,302.4123,516.9764,462.47067,446.95056,421.80212,417.8331,396.92444,2.614746,213.00537,0.057895504
186,295.4366,302.12607,327.63718,414.27405,356.85706,416.4321,336.5233,411.70596,204.8523,289.01642,0.15408218
187,295.07303,303.1073,211.0416,117.10906,161.36084,89.93345,170.02704,113.91397,104.158325,99.51538,0.5684761
188,295.151,303.51093,204.02922,258.71402,221.39812,256.0341,250.44243,261.85004,114.02954,15.70282,0.14509274
189,295.06824,302.96326,532.8617,377.50638,472.49515,400.80997,466.62433,378.23926,170.83069,461.51947,0.16416983
190,294.84387,303.32642,568.3701,438.4171,523.06024,418.0441,488.29794,352.42032,189.28467,95.27649,0.2231764
191,295.62604,303.7256,217.31729,334.4354,195.39825,304.6828,198.0838,276.44452,73.24402,218.18619,0.43706733
192,294.606,299.80084,1325.7604,1353.3064,1228.6334,1568.1469,1350.1598,1772.0924,123.29834,712.89746,0.24278878
193,296.1935,301.4786,267.89938,287.26733,224.92725,241.69882,166.84572,280.72867,202.57568,140.73929,0.07188444
194,295.42953,301.79636,512.6305,710.6771,474.6167,706.8217,431.4931,665.5569,38.49243,393.7149,0.39308864
195,295.01907,301.50766,354.72937,317.4428,352.28125,308.38647,350.5844,316.73285,85.03906,108.24692,0.13288003
196,295.22324,302.13876,533.2482,531.48315,553.82446,602.8075,569.5087,629.74506,14.363403,36.580963,0.08469943
197,295.47583,301.83182,329.70276,193.42294,305.53488,258.94345,339.4724,295.7717,206.61987,97.87903,0.16507784
198,295.67136,302.12128,259.58234,253.78464,288.42392,268.64447,301.87378,278.60907,142.146,43.041077,0.071012646
199,295.02737,301.68744,159.6593,149.90573,150.01929,164.3243,154.09476,176.85379,50.32959,124.57184,0.091015115
200,294.29892,301.59808,520.81836,291.7645,514.9602,295.7161,512.0228,328.78568,38.272705,109.57977,0.5408919
201,295.01544,302.3277,1367.2693,974.63257,1359.8809,976.519,1342.9303,1015.09644,189.66309,156.754,0.3281646
202,293.84003,301.84882,509.93582,377.4152,466.31903,343.57748,463.2602,346.20764,36.6864,30.71762,0.30310428
203,293.40527,301.78802,192.07144,119.063,231.14711,141.71951,252.57874,149.82283,41.677856,55.28778,0.47967604
204,291.47736,299.7043,1301.6704,1295.5038,1302.995,1363.1783,1321.2384,1371.0946,197.62085,625.054,0.045145866
205,290.94507,300.94373,1824.892,1390.8737,1688.6848,1349.1122,1686.3009,1353.8812,128.88,227.28714,0.22356507
206,289.45935,299.54837,431.7565,492.1533,330.94592,431.2463,331.5279,414.35608,109.06677,124.94049,0.2631892
207,289.80588,299.29642,771.9015,474.68146,800.4938,514.2208,813.15955,534.52405,40.25757,133.82507,0.43549064
208,290.50513,300.45306,691.5109,508.08582,710.4932,561.1738,730.0286,581.5083,166.16882,62.52472,0.23484041
209,290.7148,300.9604,269.9107,317.23752,217.16104,268.65332,169.97905,229.4556,93.77075,100.31311,0.21198335
210,291.67038,301.13232,192.19737,242.42256,157.28676,248.28311,176.31244,279.57785,88.31116,54.694214,0.44873327
211,292.0807,301.9007,444.31808,275.05826,419.74536,276.15738,422.83038,291.312,52.96692,102.91077,0.41266683
212,291.6337,301.5445,586.0731,556.9978,591.1421,553.72437,584.1779,545.5873,66.016235,142.11365,0.0653661
213,290.31165,300.4251,394.108,272.05078,373.17325,243.12051,379.64682,232.30464,138.35815,72.19208,0.42204788
214,292.54855,302.9609,1197.865,812.91907,1124.6185,845.36316,1133.5404,864.8773,31.984253,23.983765,0.28351063
215,292.92084,303.38663,154.78877,160.26459,141.46861,138.28032,151.63412,128.61531,11.705322,20.906372,0.022793964
216,292.8731,300.44394,3168.6514,2993.5508,2922.6174,2874.2808,2924.0264,2895.114,235.43579,201.42609,0.016676735
217,292.45877,299.96664,1149.3374,1140.366,1098.5275,1074.028,1077.7283,1061.64,167.59827,20.67337,0.022553636
218,292.8675,300.52887,623.7732,603.3256,609.6169,583.63336,616.8226,570.32874,1.9665527,118.41431,0.04355083
219,293.63757,301.58585,457.27588,351.29062,450.83258,399.70462,476.82782,434.02463,23.596802,51.0112,0.120225094
220,292.9898,301.20114,188.5164,127.33539,116.31001,107.790825,103.80677,96.75906,128.85803,19.006348,0.07602996
221,291.9796,301.14417,393.9768,155.04393,349.41757,124.49444,337.36844,127.0771,200.65796,136.24939,0.9492189
222,291.91287,301.21536,247.84044,342.4818,302.56424,348.03592,280.53668,342.5079,106.69495,242.13928,0.1397838
223,291.86285,300.95294,163.4211,164.13524,188.19083,158.6627,175.55551,152.43031,143.79333,148.78113,0.17026278
224,291.78818,301.02774,315.7951,304.05615,312.73032,299.8963,314.55505,294.20895,94.747314,77.6416,0.04189833
225,291.35397,300.44492,514.47754,466.71768,519.1588,494.09775,528.7759,503.72348,17.833862,215.50186,0.049466375
226,291.11664,300.42163,1191.4391,1126.7676,1149.9286,1103.0985,1149.7618,1095.7463,129.8114,229.46945,0.04157081
227,290.2031,299.25214,866.49225,909.3961,806.4447,850.3742,806.0773,820.17145,50.24109,298.93906,0.053028736
228,291.41946,296.79828,4422.979,2842.8687,4271.54,2899.4482,4317.1396,3084.59,96.41052,440.4982,0.38267857
229,290.71643,297.261,387.5643,214.30315,390.1048,272.49374,423.95282,301.4838,132.32788,297.0346,0.35499945
230,291.26788,297.11618,735.48676,732.1061,750.8701,731.56775,736.0952,701.72644,31.307983,187.02332,0.026041387
231,291.8407,297.73447,212.37753,139.21788,175.12442,112.116554,170.85123,117.021385,30.498657,79.48135,0.43871087
232,292.0565,298.00632,140.67397,118.45047,154.24812,111.738335,159.65324,101.19524,99.62341,62.593536,0.31963876
233,291.13962,297.48288,393.55255,439.25925,372.33273,419.99893,375.56488,434.68265,43.920288,39.130707,0.1203188
234,291.06644,297.66446,529.9386,417.756,465.07245,421.5724,491.4823,464.02615,119.5282,111.69235,0.09812286
