frame_index,left_shoulder_to_wrist_distance,right_shoulder_to_wrist_distance,left_elbow_speed,right_elbow_speed,left_wrist_speed,right_wrist_speed,left_hand_speed,right_hand_speed,left_tremor_amp_proxy,right_tremor_amp_proxy,upper_limb_lr_asymmetry
22,277.75848,271.43378,1267.556,1156.8969,1303.0685,1287.5641,1343.1149,1333.4069,534.2969,88.0246,0.011969582
23,277.63028,271.43536,488.80698,341.7867,455.17545,318.5653,439.80594,307.30988,65.982056,87.76672,0.35311607
24,269.4388,266.85468,7667.617,7055.4634,7265.295,6566.436,7117.043,6416.863,1301.5216,884.64233,0.10105155
25,273.87534,271.37912,3409.6765,3273.2327,3275.9763,3182.351,3232.0266,3166.5151,291.94275,303.92197,0.028993651
26,272.49243,270.35425,1114.2834,1303.8667,1052.0803,1283.0342,1060.6478,1258.3334,298.36365,23.76358,0.19780944
27,273.89804,270.61417,820.1164,830.7901,909.9079,928.6904,966.1459,988.6132,222.85583,415.30975,0.020431358
28,275.81265,272.28036,1676.4149,1737.1304,1619.3645,1722.0653,1605.0737,1716.3496,23.92517,32.347412,0.061471175
29,275.8613,273.10086,571.3741,436.43588,575.44745,420.25363,577.8809,449.59036,155.87341,4.293213,0.31172773
30,275.72885,272.68256,204.5151,371.57352,169.80591,269.83878,187.8393,280.31345,89.63135,140.78308,0.45506233
31,277.28125,274.77997,943.06976,739.65405,745.54486,581.9725,673.6595,502.7193,229.94751,118.74481,0.24643353
32,275.9161,273.54636,288.81067,439.12033,364.84412,483.99475,402.29422,499.76672,49.262695,44.43451,0.28073794
33,276.03192,273.79373,2020.2798,1961.994,2059.402,1958.3405,2099.156,1961.6427,431.09314,13.799438,0.050307676
34,276.7601,274.0181,1015.38947,1072.0708,989.6036,1129.2416,968.9463,1100.7806,119.75586,31.308289,0.13180576
35,275.97107,273.88165,1191.2554,891.35095,1233.1812,953.3917,1277.3315,970.40643,313.26172,23.39447,0.25591597
36,262.0943,257.94424,6574.2266,5808.518,6631.7124,6027.7476,6641.959,6063.2173,929.4232,204.9112,0.09541716
37,263.911,260.12378,2372.3428,2041.8362,2375.2507,1971.9971,2360.2483,1959.3547,309.72656,9.533997,0.18552135
38,265.34155,261.26566,2804.995,2422.6738,2636.8328,2326.1577,2604.4438,2277.3835,34.483643,11.307678,0.12519673
39,267.25977,263.51437,2057.3022,2140.2783,2011.8549,2175.4543,2018.4308,2183.7742,454.0393,52.82837,0.07814063
40,262.7641,258.99426,2711.9377,3634.2424,2660.344,3603.1096,2716.2942,3608.681,343.1842,315.878,0.30103698
41,261.97784,258.4988,1355.5232,1534.5409,1370.4596,1576.061,1382.9156,1584.4833,42.77893,29.371643,0.13955541
42,266.41953,263.7239,448.83774,619.9792,418.33572,628.7556,421.8468,613.9843,408.1421,426.239,0.40191317
43,264.18576,262.26245,3194.3774,3175.1785,3142.5913,3218.9292,3181.9373,3251.5198,6.3531494,339.48456,0.023999888
44,264.52182,261.3456,545.6185,182.60378,510.52914,222.2975,535.494,199.618,409.28345,100.64636,0.78662974
45,264.31323,261.69824,2175.2712,2012.2327,2131.7754,2029.1078,2136.3489,2034.975,5.584717,252.68127,0.049348947
46,264.32272,260.63934,1211.714,1124.0618,1304.1302,1360.4431,1400.5817,1438.2186,456.6223,251.93909,0.042267833
47,267.82477,264.7112,3712.6335,4058.4573,3730.8982,4093.2598,3740.2212,4050.885,37.08557,234.00208,0.09262634
48,267.87842,267.58002,1415.5355,553.80035,1263.1368,552.4278,1306.5735,740.7224,1136.4777,439.50012,0.7829069
49,271.32745,269.91162,811.40564,772.9981,588.85425,593.7735,494.1283,524.6635,268.8324,137.50793,0.008319187
50,271.62454,270.35263,1469.1212,1082.9907,1429.8892,1065.4156,1421.5804,1043.1051,350.8606,87.46307,0.29212746
51,272.82294,271.60938,1141.483,647.2204,1017.63885,545.74536,1026.4331,533.8595,235.46326,242.89093,0.60368204
52,275.23477,273.30347,1086.543,902.957,996.14105,804.7998,947.0236,753.29266,172.29797,363.88092,0.2124903
53,275.41644,274.17847,998.729,885.82715,954.1697,886.076,958.1015,891.2765,26.253052,64.8764,0.074005
54,275.61584,273.6212,562.87,685.0447,585.7457,725.3483,576.14923,747.6031,179.13696,133.04352,0.21295589
55,275.08084,273.63025,1059.1512,1157.9413,1165.9904,1264.1583,1163.705,1291.7748,6.248169,161.73645,0.08079174
56,272.16086,270.4466,1573.6462,1758.1508,1642.1715,1805.0082,1697.4226,1845.523,105.60791,81.321106,0.0944753
57,272.9751,271.12967,575.99023,732.81537,623.9507,837.2605,655.67725,889.5013,217.73132,280.27405,0.291963
58,273.14597,271.31842,443.18768,431.56012,426.67636,412.3194,419.5747,408.1107,101.92505,97.92694,0.034224164
59,273.10696,271.6261,1463.9172,1683.1149,1477.6616,1696.1884,1485.6093,1701.839,45.930786,30.137634,0.1377045
60,281.48618,275.60834,3943.5024,2295.0408,3893.98,2143.0408,3876.2217,2114.449,361.8573,198.58673,0.58006734
61,282.52383,277.07678,2043.7133,1289.8376,1934.5907,1274.6161,1930.1984,1304.6868,142.5824,27.165527,0.41130078
62,280.2439,274.68365,431.22665,135.63194,424.13824,169.76065,431.28323,239.32181,320.9259,69.52179,0.856636
63,282.5971,276.14603,1740.234,2069.8184,1877.6013,2233.9714,1987.5894,2276.2227,550.31006,22.328491,0.17334978
64,280.83447,274.7958,2569.4521,2619.6877,2724.3748,2657.3892,2775.2537,2690.6084,405.19043,84.78668,0.024893548
65,280.84903,274.7163,2163.7036,2091.5369,2196.8037,2096.1646,2198.9973,2083.595,27.999268,46.704712,0.046885584
66,280.66397,274.95984,1598.4736,1487.8193,1601.7025,1460.5642,1612.1129,1447.9943,126.0437,5.670471,0.09217898
67,280.6013,274.51196,577.1793,308.8964,505.29822,321.12564,493.51154,333.3594,181.45874,256.3025,0.44570974
68,280.67276,274.99347,785.75104,915.0022,740.61383,855.4114,736.51715,776.32214,331.3098,304.3448,0.1438543
69,280.12115,274.16888,170.7831,191.28787,123.33721,180.29167,103.92971,117.36211,173.71643,144.26605,0.3751584
70,280.1675,274.41144,661.5899,548.89154,627.7337,501.43774,633.3978,494.70016,42.980957,254.44458,0.22369671
71,280.77213,274.0004,448.8097,866.8695,439.1632,875.7586,430.09796,858.65515,225.09644,157.49268,0.66406286
72,274.87048,272.06747,4780.3047,4820.0146,4277.6313,4563.961,4161.0986,4565.0366,647.8967,43.313904,0.064768784
73,275.04913,273.35294,634.989,1001.28143,733.30756,1059.6465,799.4159,1138.9435,171.75049,463.7741,0.36402375
74,276.0123,274.48035,238.45445,204.71678,189.4524,327.423,189.04163,389.59137,3.7872314,159.56085,0.53386414
75,276.67157,274.57947,428.1888,227.72922,380.81473,248.61075,388.61374,260.1846,214.09119,3.9019775,0.42007825
76,277.75766,274.6403,2215.4285,2442.2065,2336.2979,2505.131,2361.5518,2551.2378,113.09143,490.22003,0.06974522
77,280.3788,277.12286,1624.008,1293.1781,1586.4712,1290.6921,1593.128,1308.51,178.06091,27.177124,0.20560463
78,281.2837,277.2932,559.5837,390.58524,534.98236,357.9118,517.2668,367.62137,221.1554,4.173584,0.3966216
79,281.47012,279.21066,3204.4412,3029.7988,3169.0728,3087.4453,3154.838,3079.69,304.00757,5.884094,0.026093569
80,279.8397,280.12665,1153.959,638.2774,1050.9752,765.50116,1019.6206,833.3188,157.23328,495.75623,0.3143163
81,279.2692,279.40036,184.19124,425.25833,219.95715,493.465,262.2286,478.74194,106.80664,74.320984,0.76674896
82,280.33685,280.3529,1602.2712,1732.782,1554.6681,1723.6096,1567.524,1730.7595,50.286255,139.29565,0.10306724
83,281.37045,281.37848,3268.8555,2957.9802,3210.8276,2887.5771,3225.9087,2888.1033,310.01404,51.201477,0.10601149
84,277.129,274.07043,5857.5376,5223.5283,5691.7,5302.904,5607.8364,5268.6284,266.57776,486.28906,0.07072495
85,278.08865,275.57776,3644.8057,3131.6667,3412.7932,2927.8582,3365.6091,2915.5242,118.21594,364.54132,0.15296064
86,279.0198,275.58115,1727.538,1716.8475,1721.2769,1779.8674,1721.1831,1756.3705,161.15112,277.20825,0.033469386
87,281.30283,278.5877,2720.0415,2217.639,2648.1719,2131.2705,2616.0796,2087.4102,51.175537,24.270935,0.21630196
88,281.80698,280.8412,891.99164,1007.1122,922.2433,1103.1182,947.3371,1193.7576,96.18408,341.74316,0.17860997
89,281.3941,281.21545,1878.5552,1529.0237,1964.7854,1606.4949,1966.3005,1574.734,370.54565,386.48315,0.20065102
90,280.9344,279.25714,760.1403,570.91296,593.82245,591.8698,580.9282,729.8687,195.6018,388.33588,0.0032936654
91,279.46814,277.86774,1757.7852,1566.311,1703.4591,1442.358,1682.3573,1423.0653,157.36145,289.07104,0.16599889
92,279.17108,278.14542,506.45966,444.5807,507.1422,467.17383,531.5957,471.6574,46.676025,75.0412,0.08204398
93,279.7809,279.72647,993.6976,724.21246,953.0936,735.4178,930.64795,744.70575,176.45447,419.61182,0.25783163
94,279.29306,280.00992,1051.6635,1513.7872,1156.3416,1724.8544,1237.598,1790.9154,425.40283,38.13202,0.39463672
95,276.94675,279.12415,935.0914,588.3448,849.29987,615.2012,839.7541,642.9463,127.022705,253.22113,0.31969756
96,275.49222,274.53275,11136.626,10381.323,11391.688,10854.491,11479.074,11012.463,82.27905,773.5968,0.048295688
97,276.778,276.2597,175.10257,479.81567,232.28288,550.9246,260.79654,636.8928,242.10571,208.24127,0.81368405
98,278.32535,278.05817,2307.559,2097.1895,2247.8643,2051.5674,2248.798,2031.565,45.90027,22.339783,0.091312945
99,279.5173,279.5586,4637.4814,3995.3518,4407.7744,3731.0012,4412.147,3682.8567,149.68262,153.17352,0.16630836
100,279.13388,279.85577,676.22296,483.13525,622.2186,343.55637,610.785,319.37115,216.54724,222.86743,0.5770749
101,279.8564,279.3612,2316.187,2478.79,2381.5554,2583.2546,2412.0142,2632.86,106.812744,180.85876,0.08125153
102,279.62476,280.41855,400.58316,455.3897,303.22726,335.44986,297.7261,334.40967,33.38379,15.75592,0.10090418
103,279.48343,280.46185,865.3666,540.41815,823.9279,571.6365,789.3832,575.0973,361.34277,239.9173,0.36156186
104,278.36548,279.88474,1792.4207,1644.0131,1797.2714,1702.063,1807.4244,1732.7887,57.209473,54.699707,0.054415133
105,278.78122,280.1169,1091.3795,1277.2502,1143.5327,1358.207,1140.9213,1377.6003,56.75598,171.91711,0.17162003
106,278.13675,279.8451,778.7415,357.27356,785.4334,339.8668,784.9038,344.7814,23.862305,40.031128,0.79190713
107,278.2686,279.44226,904.9371,440.41425,864.00275,457.6264,911.70044,498.0321,276.35132,88.611145,0.61496276
108,271.64005,269.56003,5671.111,4369.516,5288.6484,4145.73,5123.89,4037.211,253.5321,268.88,0.24228801
109,272.34933,272.01462,873.1055,1089.8612,961.3013,1144.5908,998.77545,1253.9462,248.50891,325.4953,0.17407307
110,277.77472,277.11612,2927.7476,2673.3665,2979.9219,2709.6426,2989.2344,2702.553,100.672,225.4425,0.09500878
111,275.33795,275.33188,739.55444,438.96225,610.8594,497.93195,654.2386,575.1055,87.83203,350.22156,0.20369466
112,277.87424,277.79047,2845.0872,2868.551,2951.821,3074.771,2978.3896,3140.2148,88.078,176.69342,0.040802483
113,275.93338,276.3124,955.5235,911.7923,973.1411,933.2,997.3591,926.16364,200.8374,105.9494,0.041903418
114,274.83646,275.2291,2262.559,2184.546,2327.5544,2260.0818,2355.4912,2279.0603,77.97974,60.41687,0.029414998
115,274.3005,275.9954,2739.2346,2518.0981,2640.608,2449.1008,2634.4827,2404.6965,29.789429,15.496521,0.07525267
116,274.54636,275.8429,1106.261,859.6899,1131.3955,909.6025,1147.5483,921.10693,327.6709,310.3412,0.21733782
117,276.63882,277.43582,882.779,554.362,783.365,391.4523,780.07745,373.27423,24.07898,11.723022,0.6671892
118,277.02304,278.34018,852.6219,1005.7637,904.0369,1072.9155,932.7392,1115.5669,46.87805,174.06006,0.17084742
119,276.9791,277.32172,443.16483,388.3893,410.82602,252.95302,425.2422,202.41287,480.1532,113.352356,0.47567937
120,272.15585,268.58688,1420.9248,2045.9396,1125.5414,1327.8185,927.3092,1169.2604,42.094116,763.309,0.16489802
121,273.93713,271.11234,4378.476,3386.9458,4289.6035,3371.29,4295.3135,3409.103,72.92908,202.20917,0.23974057
122,273.78793,271.7254,980.8732,679.4094,797.93896,424.53827,782.0099,368.26248,503.5797,1.5823364,0.6108918
123,272.882,270.68875,690.3605,684.01337,743.5483,651.2067,727.7143,644.794,71.017456,130.98206,0.13241258
124,273.34616,270.9166,1143.697,912.5311,1085.4149,865.31714,1075.2235,855.5844,198.84155,264.28833,0.2256566
125,275.04352,272.78058,657.7139,568.4102,701.22736,686.83484,768.33954,712.5706,445.1593,275.9256,0.020737568
126,273.2949,270.56946,510.10678,338.3163,501.2117,421.78168,507.18182,442.08176,493.08655,203.25165,0.17211396
127,274.83923,272.9668,4971.562,4500.6924,4850.931,4291.885,4839.569,4268.6846,232.34497,291.28632,0.122291945
128,274.64612,272.3069,1313.5869,1238.2114,1275.1406,1165.554,1264.5187,1135.4904,216.8219,34.685364,0.089799576
129,274.67966,272.02118,900.3754,604.972,937.533,613.6887,950.8129,628.1821,204.41895,112.20978,0.41753453
130,275.71393,272.847,212.09265,201.02893,123.63098,171.82153,141.95155,112.228355,197.49817,241.11542,0.3262152
131,275.06833,270.91266,140.93697,386.24493,104.24042,505.1097,138.21974,568.9569,46.42517,129.18152,1.3157274
132,268.5685,263.9888,2650.9502,1384.555,2459.5396,1214.1157,2374.544,1192.6687,4.1973877,225.66895,0.6780298
133,268.2977,263.89752,1886.3629,1564.8608,1717.1782,1597.9681,1706.1046,1632.564,85.13733,156.87897,0.07191844
134,269.44522,264.87778,294.43152,154.25885,199.5304,118.45867,198.45567,136.15848,81.659546,39.573975,0.5099026
135,272.04993,268.4802,2054.6108,2061.604,2074.1255,2131.464,2093.98,2150.122,98.56079,188.91602,0.027267816
136,269.60373,266.59628,2968.6846,2644.9717,3010.4592,2655.7703,3035.7156,2668.0215,62.30591,92.328186,0.125194
137,270.5086,267.58798,481.8817,357.86536,428.8819,242.95337,418.67102,234.06082,7.17041,138.3435,0.5534944
138,272.49817,269.51712,162.44498,130.67444,183.4101,232.90195,191.7433,220.2502,2.401123,21.450806,0.23776326
139,271.2893,268.9084,1646.5355,1559.829,1548.7556,1447.8192,1544.2488,1439.8853,316.13647,148.66455,0.06736785
140,273.89114,270.58582,1284.7008,876.4511,1166.611,680.00006,1188.2823,654.0618,453.52478,42.385864,0.5270313
141,274.61987,271.61688,970.2298,1059.9537,1047.7587,1124.2253,1099.0731,1154.8147,159.16138,112.62146,0.07041182
142,273.63995,270.13727,716.24304,569.6183,674.0017,614.31866,660.88495,618.482,12.165527,12.567444,0.09265249
143,275.42862,272.50284,414.97473,301.009,481.16513,467.1498,515.7349,501.52423,261.20544,151.82434,0.029558366
144,276.36847,273.1637,990.6995,724.59863,711.14044,337.04956,640.7716,359.099,171.92749,70.180664,0.7137845
145,276.00943,273.46826,1813.4498,1418.3743,1792.8472,1470.5795,1794.0337,1493.4294,53.49182,32.761536,0.19750264
146,278.3269,276.1378,1878.161,1679.7925,1860.5841,1711.4453,1845.726,1715.6051,159.99634,66.293335,0.08350368
147,278.0518,275.90604,707.0813,789.244,775.5416,821.6801,803.977,852.6459,170.57556,4.5376587,0.05777343
148,275.79443,275.2646,2248.2349,2112.4314,2218.0505,2128.7437,2222.489,2192.9692,329.91272,150.88898,0.04109092
149,277.54477,277.7121,1875.2521,1754.6157,1829.3555,1766.1207,1811.6517,1765.7091,172.49634,35.082092,0.035174616
150,277.6279,276.87952,1169.5452,1054.5508,1185.8849,1055.1091,1188.8485,1024.6927,57.7771,225.54626,0.11671227
151,277.07205,276.32202,412.2861,438.23438,479.5779,462.00183,493.0233,467.9911,303.15002,165.90881,0.037333176
152,276.2077,275.04297,524.621,748.1254,532.5047,709.9917,545.30225,721.8281,232.24548,35.12909,0.2856942
153,275.98294,274.7141,252.37723,186.67387,189.70137,72.73351,179.82736,109.22445,47.069702,180.2182,0.8914048
154,276.94867,275.58603,521.1938,561.3537,477.9952,514.7046,506.92154,540.40765,271.5631,69.96704,0.07395867
155,275.60413,273.61432,233.18993,275.7897,147.45326,140.18822,147.51591,150.85098,115.08972,148.89954,0.050514586
156,277.13092,275.8404,6206.307,5831.804,6020.134,5911.0522,5940.22,5929.3125,508.85925,788.3679,0.018285114
157,276.2942,275.94638,3075.037,2591.829,2894.0654,2511.1729,2817.4368,2468.0938,2.2558594,296.3675,0.14167464
158,275.79727,276.20212,1119.4921,1147.8534,1135.1017,1176.2396,1150.1329,1178.5052,50.963745,103.39966,0.035596594
159,275.41943,274.20035,501.15268,228.29863,435.32355,220.51537,409.38672,250.5403,308.8629,74.70764,0.6550638
160,274.66284,274.09076,1495.4683,1592.1454,1527.1578,1622.6403,1519.0896,1625.0159,57.8302,49.23004,0.060627647
161,275.1318,275.03632,1232.0533,1186.3164,1215.9856,1176.305,1228.645,1181.9612,55.39673,37.56012,0.03317368
162,275.80014,275.4651,161.70578,229.44049,134.29065,193.12811,135.08992,189.86801,13.878784,26.352844,0.3594019
163,275.6283,276.84116,3100.4773,3325.2822,3105.4177,3335.4863,3134.9175,3404.9832,306.71448,259.7821,0.07143985
164,275.1874,275.80948,382.15668,403.00528,376.55676,441.5463,398.03485,452.70267,117.22046,75.27222,0.1588786
165,274.96143,275.13992,1815.0903,1560.8477,1713.3623,1463.2378,1716.5028,1444.482,67.62573,17.562256,0.15747938
166,277.406,277.20862,541.9084,307.90405,486.1317,176.06163,511.098,211.79672,321.5204,278.63647,0.93649405
167,278.66965,278.11478,1974.9207,1960.7222,1898.0945,1918.1753,1910.5282,1907.1503,16.90979,64.01886,0.01052379
168,279.893,277.45627,2193.3408,1769.9634,2070.6233,1714.4469,2128.6248,1714.7229,195.02869,4.706421,0.18820067
169,279.3237,277.88358,2024.8497,1798.2753,1920.6453,1811.9402,1923.2274,1811.6615,149.18579,427.63657,0.05824653
170,281.11755,280.02374,754.88385,435.35342,758.6871,421.97986,763.8774,424.72873,30.8844,157.78687,0.5703678
171,281.5631,280.0299,3658.0945,3396.7678,3636.6636,3361.338,3640.0364,3334.1907,52.401733,65.17334,0.078686945
172,278.1318,277.67273,779.8342,808.80426,653.66644,696.41943,637.7724,691.57745,288.65417,105.450134,0.063333735
173,277.52863,277.40787,1501.1803,1150.148,1489.6442,1244.5952,1500.42,1269.6841,55.90576,190.13702,0.1792447
174,279.56674,279.4688,1432.9263,1730.2288,1450.1144,1827.0022,1458.7814,1838.5841,40.60486,365.6537,0.23001184
175,280.26193,280.4301,2925.85,2942.2463,2892.6982,2890.2979,2941.05,2918.3176,409.11255,184.34998,0.0008301547
176,279.30475,280.70206,2721.0671,2417.199,2641.7383,2480.5007,2617.9468,2474.072,361.14014,150.59311,0.062955886
177,280.2987,282.3974,68.42451,202.9206,116.12881,210.2756,127.17451,209.7271,0.6549072,153.12012,0.57687205
178,280.22397,283.00958,143.184,356.53296,150.62479,399.76306,149.44215,400.83817,36.033936,85.5452,0.905319
179,281.92557,284.9139,696.07336,758.65094,650.5102,655.33234,680.70374,647.9679,173.91235,8.109589,0.00738549
180,276.4802,272.79666,6493.1343,6006.27,5896.4287,5773.7065,5748.0244,5600.676,54.729004,700.6677,0.021031834
181,279.1402,274.9473,5599.3125,5046.267,5408.6353,4961.2256,5390.0215,4945.233,101.604004,159.38293,0.08629039
182,278.92502,274.99246,535.5305,472.92578,508.05792,412.55164,496.8498,406.29028,84.56543,158.3435,0.20748489
183,280.15564,276.91168,398.6257,659.5251,443.11896,722.3237,481.03262,770.369,13.781738,78.723755,0.47913945
184,281.0379,278.58832,395.88452,299.6279,450.44186,367.35464,431.63925,393.46402,251.94336,107.07947,0.20319778
185,281.05466,277.8118,655.8656,420.3319,602.8758,335.59158,602.964,336.33597,22.501831,14.582214,0.5696185
186,280.04953,276.79413,3146.9163,2933.202,3131.6458,2869.4805,3166.8027,2866.604,99.14429,64.411316,0.087372035
187,274.24753,271.60297,3957.604,3637.233,3953.1619,3592.2866,3940.8447,3576.3726,368.2721,17.636414,0.09565376
188,275.73517,274.05655,2208.8342,2185.0679,2185.7014,2247.748,2167.1604,2242.6614,63.099365,84.36554,0.02799023
189,275.11362,272.69333,665.3122,403.36798,548.8064,378.78943,508.20236,355.8632,184.8883,5.12146,0.36657554
190,275.24252,274.93658,1263.9731,1338.7798,1281.7065,1394.6349,1303.5469,1377.3577,17.600098,68.07922,0.08439009
191,274.7098,273.61304,367.86334,601.46674,445.3258,872.6689,547.33014,972.82404,299.37683,469.5163,0.6484747
192,270.29633,270.11392,3197.2617,2509.4065,3082.765,2372.8867,3056.6692,2327.1404,237.29065,805.3067,0.2602359
193,269.92944,270.36914,6297.1675,6341.111,6278.4014,6375.286,6339.3257,6416.2573,234.98535,212.48016,0.015313285
194,271.75357,271.53986,795.9229,891.47986,801.78296,882.85333,804.57654,863.83844,46.255493,139.60419,0.09624674
195,272.60895,274.80957,3329.5786,3805.9087,3474.577,3920.9683,3544.52,3991.1064,149.40308,212.6648,0.12071899
196,273.019,273.23703,823.60693,1026.4073,979.5729,1147.506,1011.1096,1189.0154,93.1781,29.31549,0.15790021
197,271.8808,273.1103,2261.644,2193.3948,2280.1897,2267.6675,2314.7725,2274.397,246.41663,43.43994,0.0055068643
198,270.6435,271.99582,596.63495,461.8103,515.2234,383.81766,501.90738,371.3722,27.267456,111.18805,0.29232422
199,271.107,273.47647,1053.3068,502.05115,895.03705,402.3624,878.7535,414.3913,174.62036,98.290405,0.7594803
200,272.3176,274.9434,1701.6395,1687.851,1714.1273,1665.5787,1719.0868,1647.3871,258.40576,346.15692,0.02872947
201,273.0615,275.30698,247.95119,178.48938,223.76176,146.55623,214.15872,134.26683,197.70447,13.641815,0.41696885
202,272.60815,274.4786,110.03984,137.69531,151.93991,146.51154,156.647,136.07771,63.47229,0.84259033,0.036376942
203,271.1909,273.6384,2106.8076,2206.633,2049.2942,2183.7366,2051.2563,2184.909,219.87732,218.99826,0.063520625
204,268.3803,266.43744,2352.0286,3894.1372,2661.1345,4079.3657,2708.8857,4186.0234,58.52722,1219.1824,0.4208089
205,270.72278,268.91403,1516.789,1472.1594,1491.6632,1557.0135,1487.6897,1539.2455,47.60559,378.40637,0.04287128
206,272.80658,270.48972,1375.7479,1299.8969,1421.2366,1414.3246,1455.6586,1455.9022,184.7168,64.60327,0.0048752166
207,272.02213,270.70224,4642.3193,4282.0005,4584.285,4245.7236,4610.4746,4292.0146,0.111694336,311.07147,0.0766843
208,268.5433,267.70602,1789.8707,2092.155,1690.1763,2066.7642,1678.243,2049.739,354.1754,201.36047,0.20047584
209,270.57755,269.5586,1495.8027,1254.8392,1348.4479,1056.6091,1305.2562,987.5392,57.387695,331.91162,0.24268758
210,269.96503,267.56747,734.1261,721.37024,691.5094,664.16455,698.97577,713.2812,400.99243,34.23584,0.040341336
211,266.72726,265.13388,409.39862,192.16606,444.17148,274.46185,440.87784,292.8296,256.11145,27.626343,0.47231215
212,264.36063,263.28177,2295.841,2594.072,2424.0964,2733.1482,2470.6775,2799.1907,303.83118,265.90134,0.1198515
213,265.8,265.56223,912.5998,675.2154,962.6551,714.0777,954.78937,743.3157,298.50098,38.563385,0.29650208
214,265.31888,265.15662,1601.0592,1682.5948,1594.1149,1667.8303,1593.4358,1638.4174,170.66406,122.29324,0.045197234
215,265.23895,265.58936,688.52716,681.7858,658.0976,707.01324,649.6488,713.5481,81.56372,243.67752,0.07166546
216,252.59488,250.58516,8258.516,8138.4346,7888.449,7908.543,7819.3774,7707.868,430.7379,548.1558,0.002543997
217,255.92523,254.64429,4427.473,4053.1106,4276.285,3846.5776,4250.119,3758.8015,73.446655,405.4248,0.10580199
218,257.7597,257.2543,1689.2953,1363.9801,1578.3656,1379.1576,1574.9419,1386.9207,314.90662,11.16272,0.13471273
219,269.35217,267.70148,4971.5195,5506.08,4880.132,5507.649,4894.4736,5459.9683,192.94739,453.0487,0.12081831
220,270.80655,269.0828,1760.819,1888.7753,1728.4097,1952.4078,1717.1034,1957.7682,44.091797,198.46008,0.121711105
221,266.13904,264.40683,1026.994,1417.8438,953.1101,1441.9653,980.90765,1439.5233,41.480103,386.41388,0.40821698
222,264.92743,263.6002,370.89584,897.55286,515.7785,1106.649,560.60767,1165.937,230.15564,219.30481,0.72837836
223,268.81308,269.0991,988.8749,1331.2483,880.12384,1250.7947,856.98615,1170.7616,4.126587,95.24841,0.3478977
224,272.96255,271.6581,3522.045,3445.574,3423.992,3493.947,3412.997,3522.435,68.16345,325.27985,0.020224255
225,273.00497,271.59302,1722.8557,1843.9635,1854.7858,1933.5391,1892.9384,1954.3981,267.31567,94.56177,0.041576847
226,272.1446,271.30176,575.7606,296.80533,540.081,312.8591,525.61444,316.31726,9.798584,39.28711,0.53279686
227,273.99542,272.93918,1039.0688,868.9576,967.4148,770.2585,1005.6407,802.6444,230.9668,156.98578,0.22691987
